4.7885261	-1.8149761	2.1780296	0.76723508	-1.4215733	-0.82830156	2.1107459	-1.6381867	-0.059821379	-0.086302621
4.9093367	-0.84992011	1.3549925	-4.9380033	0.96772715	2.8375494	4.7708869	-4.3094154	-2.0381738	1.8920498
-0.51237042	-0.48602419	1.094804	-6.1423481	1.7473173	2.8181546	3.0134939	-2.4793386	-2.1886688	2.0425448
5.7695842	4.7449982	1.1303876	12.64208	-7.8909394	4.0010942	-0.64051609	-0.88666033	-0.37765192	0.23152792
-1.3334157	4.3885681	0.99912854	5.7066814	-3.444228	2.5901233	-0.60521779	-1.245356	-0.40276781	0.25664381
5.0356898	-1.5831926	-1.4450534	0.80245374	-0.23617039	0.99999067	-0.83012227	-0.029119819	0.31007626	-0.45620026
-0.33529825	0.056152613	-0.015509034	0.74205867	0.014466021	-0.0083248648	-0.80015714	-0.043394633	0.0081659931	-0.15428999
-1.119814	-3.2176028	1.1292882	-2.4544135	-0.40618263	-0.89872831	-0.27121553	1.9242296	0.21953394	-0.36565794
5.1027093	-6.0559144	0.5572072	-2.0664294	-1.1452951	-0.50600566	-0.20536164	3.0792659	0.29456679	-0.44069079
4.9588463	-0.58583872	0.023025649	-0.86898959	0.028531247	0.080086531	2.718213	-2.2643251	-0.07284236	-0.07328164
3.5519936	-2.3262804	0.70872867	0.35780475	-1.0293026	0.057189255	0.17690695	0.85428051	-0.18133446	0.035210457
-0.18079401	-0.92297532	0.12619355	-0.32452971	-0.046861537	0.089549503	-0.62017579	0.72131166	-0.10348588	-0.042638123
-0.15911966	0.39153747	0.12047693	-0.18563019	0.05150048	2.6732399	-0.51489567	-0.28383458	-1.6721523	1.5260283
-0.0018898223	-0.35987083	0.33889252	0.25851626	-1.1311647	0.45718117	0.16912637	1.1084498	-0.19761843	0.051494433
-0.45168266	0.0019408317	0.013493776	-2.0271385	0.013284914	2.5562067	0.75301014	-0.015030489	-1.5544169	1.4082929
4.3961911	-0.78225965	-1.2517948	-0.12706318	-0.42908379	1.9863527	0.29363382	0.092628994	-0.32216364	0.17603964
-0.46936861	-1.5677757	3.2825889	0.36049921	-0.92644863	-2.5418261	1.2738373	-0.81891836	0.019096635	-0.16522063
3.6799261	-1.6984062	-0.19274877	-0.72242791	-0.10957001	2.6637006	-0.24356318	0.46444041	-1.4824678	1.3363438
-2.6269833	9.2133715	1.4468674	13.135327	-10.305998	5.0083264	0.37685751	0.77466653	-0.37960139	0.23347739
7.0267106	7.7702765	1.1628285	20.255648	-13.280847	1.8276571	0.47980583	0.6070443	1.9437179	-2.0898419
4.1186378	-5.3829702	2.0689239	-3.1703017	5.0014815	-4.4235917	-0.51382359	-3.7737348	0.073826833	-0.21995083
-0.055823924	-3.2347379	1.7615285	-2.6012757	3.6299522	-3.5575608	-0.58096825	-2.3772376	0.064019484	-0.21014348
4.78028	-2.7295458	4.3777064	0.62267915	-2.7068796	2.3822127	2.0726555	-1.6327919	-2.7189431	2.5728191
4.2022678	-1.0323843	-0.81843772	0.43427317	-0.6747968	2.0189991	-0.037125451	0.35650115	-0.68945983	0.54333583
4.9349343	-0.71453979	1.1613712	-4.7073103	2.0721511	-1.4891658	5.7818085	-5.3506863	0.091507009	-0.23763101
-0.47695355	-0.44668762	1.1498222	-6.6139378	3.2328083	-1.9470766	4.5176813	-4.0573615	0.11915298	-0.26527698
5.8000429	4.45147	0.91608099	12.919719	-7.3752887	1.7667057	-0.61898896	-0.85040401	0.75562519	-0.90174919
-1.4232104	4.4462828	0.88454917	5.8665968	-3.2413838	1.7016813	-0.58485171	-1.2778859	0.1114514	-0.2575754
5.0182134	-4.8965062	0.27294806	-2.5273924	-1.3769457	3.0963918	-0.13365204	2.7435662	-1.5702928	1.4241688
-0.93879115	-2.077064	0.74553232	-3.0781007	-0.60052896	2.9349893	-0.087634883	1.6394097	-1.7672773	1.6211533
-0.39609845	-0.81985874	-0.65619358	0.40303559	-0.66336254	2.0940938	-2.0156063	2.0068975	-0.81264598	0.66652198
4.9350081	-0.49558419	-0.32557153	-0.24648299	-0.60100477	2.2208802	1.7611454	-1.3379689	-1.1709653	1.0248413
-0.25959109	-0.51000495	-0.029675892	0.26732719	-0.039865169	0.11590653	-0.91041157	0.52595564	-0.034141584	-0.11198242
3.6529121	-1.8550257	-0.23407494	-0.035852608	0.027759939	0.18641796	-0.23072351	0.44356917	-0.0049524052	-0.14117159
-0.45360622	0.0098702334	0.0076982637	-0.99413542	0.0029803834	-0.0072850849	0.74595702	-0.0048878041	0.00011870252	-0.1462427
4.7667861	-0.0078179482	-1.5703566	0.92355241	-1.1304101	1.8297364	0.71831596	0.10348515	-0.0057701062	-0.14035389
-0.64113917	-2.9714915	7.4026872	0.36848584	-3.2772584	2.4571066	1.5452491	-1.1165805	-4.3950125	4.2488885
-0.77767716	1.9602668	-1.4420389	0.59603553	-1.1391192	1.865538	0.34654072	0.83555375	-0.16531787	0.019193871
-2.7044287	8.7910265	1.2521198	13.497385	-9.6645521	1.7436813	0.39175606	0.77117761	1.4060366	-1.5521606
6.9935347	8.4622989	1.395889	19.79418	-14.194233	6.1833477	0.45295058	0.63173831	-0.33605158	0.18992758
3.8721333	-3.7467438	1.347052	-3.8542885	3.4858491	2.6157207	-0.52816382	-2.9043805	-3.3062634	3.1601394
0.12047982	-1.9129233	1.0688765	-3.1460235	2.3494603	2.595415	-0.60929555	-1.6698047	-2.8812224	2.7350984
4.9957054	-1.1060495	-1.4127295	0.49913155	-0.40531404	3.0009046	-0.81131249	-0.29544656	-0.76705566	0.62093166
-0.31152273	0.028021197	0.0038593067	-0.3156291	0.010696068	2.5700076	-0.77813232	-0.015161355	-1.552275	1.406151
