0.41540901	0.096788309	1.3430104	0.46446978	-0.85357066	0.10185128	-0.23196208	0.12342284	-0.22150576	0.13645403	-0.015601101	0.16940612	-0.095343157	0.20405284	0.072025678
-1.7873107	0.40866752	-0.16325859	0.97519734	-0.28946143	0.12837422	0.65391673	0.1427347	-0.12741911	0.14009419	-0.12013443	0.14046088	-0.12018311	-0.18570271	0.0057742678
-1.8372356	0.67015792	-0.10276595	1.0062466	-0.34429451	0.13038741	0.62812343	0.13819357	-0.13926355	0.13899056	-0.13803888	0.1376939	-0.13519305	0.43004838	-0.22492702
-1.7152999	0.44959447	-0.17090103	0.93554465	-0.29231822	0.1345515	0.61454912	0.13517858	-0.13847457	0.13421333	-0.13889598	0.13480803	-0.13869515	-0.22908445	0.010349291
-1.7129196	1.5212349	0.1404772	0.90481868	-0.87914062	0.094454348	-0.075999966	0.14693501	-0.17992115	0.1283399	-0.62596264	0.1826841	-0.057902301	0.30443668	0.066751123
3.1076214	-2.506025	-0.056802853	-0.68969222	-0.81337453	-0.25173921	1.2129993	0.22843476	0.17684619	0.11793048	-1.0806566	-0.085416332	-0.56861644	-0.73726711	1.3549768
3.1811673	3.7991807	0.53611486	-0.48693076	2.0864371	-0.20777597	0.81273351	-0.12562465	0.35447763	-0.33787295	-0.52929844	-0.19073297	0.70957957	-0.030947074	0.64890502
1.9543563	7.3392072	0.72936155	7.1666149	0.43191338	0.36077077	-0.27426363	0.16244654	0.02849773	0.14209188	-0.2748678	0.45552065	-0.41138655	1.3909503	-2.6303949
9.4795774	2.2518367	-0.95270266	-4.8170558	-1.8183651	0.18059987	-0.11776113	0.095075463	-0.29437565	-0.85583087	-1.0222896	0.15128333	-0.16816091	-1.0979631	0.17687152
-1.5372825	1.8788757	0.20586412	0.8946144	-1.1680872	0.48157629	-0.32923514	0.13215786	-0.16053929	0.12433272	0.16294312	0.15798399	-0.073792959	0.60522234	-0.18567946
-1.4561158	1.5875413	0.2455645	0.78906784	-0.98669066	0.45862201	-0.24620257	0.14061956	-0.17198725	0.13688411	0.082668403	0.16290925	-0.061105958	-0.028669381	-0.71864441
-2.342138	2.2010419	0.061045517	1.0618827	-1.0965377	0.11802311	0.24604835	0.12579024	-0.60993737	0.098478908	-0.015530444	0.21193786	-0.2194441	-0.089177047	1.3592698
-1.4809286	1.4609856	-0.0074320487	0.85874042	-0.62786812	0.11220571	0.29607301	0.11352121	-1.1896369	0.1422835	-0.60032214	0.0767138	-0.38785032	0.68826408	-0.21811876
-2.2751807	0.89925585	-0.25740763	1.4050242	-0.54909704	0.040870354	-0.38539202	0.43883491	0.48239506	0.032500495	0.089572445	0.036968826	-0.61350831	-0.8956715	1.4281494
3.15884	-0.38766693	1.0232377	-0.19709385	0.99935613	-0.1142434	0.40594902	-0.035788581	0.58057367	0.40216356	0.5701169	0.40149177	0.63094322	-1.9500319	12.673092
-3.3638964	1.7759038	-0.1215668	-3.1522715	1.0324848	-0.20859673	0.81519855	-0.17050574	0.26852726	-0.25345976	-0.29391625	2.1918109	0.68753417	-0.79785623	2.1176866
-0.61590788	0.069989015	0.90093398	-1.103045	1.1973314	-0.17372809	0.5483087	0.69711241	0.78851722	-0.17567086	0.53220994	-0.27590465	-0.32289187	0.66877105	-0.59733009
0.52502204	-1.5292433	0.32663214	-1.5374532	0.79036359	-0.14202257	0.41244297	1.0607814	1.0309685	-0.21648734	0.74697307	-0.40323229	-0.54829866	-0.20415059	0.37669682
1.055116	-0.5285055	-0.062778667	-3.2998373	0.61151247	-0.29670949	1.4504932	0.074086694	-0.42949485	-0.2513801	0.088410773	-0.29954113	1.1126149	-0.18519543	1.2462872
0.10956055	0.1820963	-0.0031439152	0.27933856	-0.061845698	1.376733	-1.6891759	0.019882694	0.15018364	0.16776209	-0.30209497	-0.31351669	-0.026985936	0.72039316	-0.53692108
-1.2994001	-0.23183798	-0.0073860506	0.74990386	0.010789429	0.1339612	0.074267538	0.10280795	-0.6774375	0.037582464	-0.026952507	0.1613121	-0.0027310392	-0.064282417	2.7270647
-1.7229018	0.11318715	-0.028815726	0.98833209	-0.067265971	0.10973088	0.92443247	0.096353854	-0.32175309	0.15174029	0.036086515	0.15291508	0.023985218	0.15353468	0.024547085
-1.0898618	-2.7945795	0.081752836	-1.3385412	-0.73042326	0.1620443	-0.026858131	0.35902134	0.79817953	0.5815471	0.3336796	-3.3742362	2.2169997	2.4548278	-0.041995709
